,SentID,Cause,Effect,Label,Sent
5353,5354,interference,direction,0,The interference arrives from a direction near endfire since this is the direction where the interelement propagation delay for the interference is largest.
5470,5471,honey bees,warmer areas,0,Honey bees have migrated into warmer areas.
1972,1973,president,taxes,0,The president has made taxes and spending the big issues again.
2556,2557,farmer,ale,0,A brewer from Southwick is immortalised as a Hampshire farmer produces a new real ale in celebration of Old Dick.
5531,5532,aluminium,ingots,0,"We poured the molten aluminium into ingots, which was very dangerous."
5196,5197,knitwear,concept,0,Ku's sculpture-like knitwear was inspired by the concept of 'Sculpture.'
3316,3317,leader,machine,0,"Over much of the past decade, the leader has methodically fashioned the party into a re-election machine."
3728,3729,unit,drawer,0,"The collapsing funnel compressed to a fraction of its extended size, and the unit was moved to a kitchen drawer."
7949,7950,wine,hands,0,"Retailers have done their bit to put wine in the hands of the masses, to make it more accessible to the wider UK public."
1877,1878,streak,tigers,0,Scattered among this streak of Celtic tigers are billions of euro loaned by Anglo Irish Bank over the past decade in a calculated play for lucrative returns.
4733,4734,ride,library,0,A social ride departs from the Cleveland library and heads for Carbrook where it Splits into 2 groups.
5055,5056,riders,beams,0,The riders are moved into the beams until the pointer is balanced at the zero point.
862,863,billions,reforms,0,The government has poured billions into education reforms.
66,67,princess,island,0,"The first incarnation of this series was set in the 1940s, during World War II, when the princess left her native paradise island (where Amazon women had lived for centuries) to help the U.S. foil the Nazis."
7623,7624,instructor,presentation,0,PHY 319 is presently taught in three 50-minute lectures per week in which the instructor makes a chalkboard presentation.
4955,4956,sniper,death,0,The Washington sniper is put to death.
4220,4221,clutter,planes,0,"I was formerly a person who looked at the sky expecting only the usual clutter of planes, stars, and the occasional blinking satellite."
4200,4201,stand,trees,0,This was the thought until recently when a small stand of ginkgo trees were found growing in a remote valley in China.
7854,7855,boy,stick,0,"Further left a boy is fighting a peacock with a stick, and to the right a boy is killing an attacking goat with a spear."
984,985,transmitters,orangutans,0,The Sabah Wildlife Department has implanted transmitters into three orangutans.
4241,4242,pottery,friend,0,The name of Keith Murray meant nothing to me until I was given some pottery by a friend who was leaving for America.
6592,6593,marriage,downward spiral,0,The children sent their marriage into a downward spiral.
4425,4426,church,aristocracy,0,"The church, is a stunning onion-domed, golden-filigreed, jewel of a building built (1903-1912) by the Russian aristocracy."
3245,3246,escargotoire,snails,0,I will need a Stevyn sized box as I have more mucus than an escargotoire of giant African land snails.
6086,6087,fuel,crankcase,0,The fuel is leaked into a crankcase.
1117,1118,book,index,0,"The book includes a 13-page index, which is quite extensive for a volume of this length."
125,126,thief,screwdriver,0,A thief who tried to steal the truck broke the igenition with screwdriver.
4337,4338,panel,advocates,0,"In a staggering lapse of judgment, the National Research Council let its panel of hydrogen advocates publish a deeply flawed report trashing plug-in hybrids."
6826,6827,birds,subway,0,All the birds have flown into the subway for the snowstorm.
6242,6243,lines,artist,0,There are guide lines under the paint that the artist used to create the pedestal in perfect perspective.
1449,1450,business,self-parody,0,The rock 'n' roll business is falling into self-parody.
1233,1234,vegetable,oil,0,"Vegetable oil as fuel is a cleaner, safer and less expensive alternative to petroleum based fuel."
1547,1548,energy,source,0,"The energy originates from an external source of light, which is absorbed and almost immediately emitted."
223,224,sensor,process,0,The sensor was manufactured in a cost effective thin film process.
4824,4825,details,discussion,0,Details of new contract were under discussion.
6141,6142,fuselage,tank,0,"The fuselage accommodated a camera bay, flare bay and an additional fuel tank."
1454,1455,oranges,tank,0,A soldier brings oranges he got out from a tank.
6830,6831,barrister-cum-writer,defender,0,"Sir John Mortimer, the barrister-cum-writer who created the Old Bailey's most famous fictional defender, has died at the age of 85."
5684,5685,glass,water,0,The tube was placed in an inclined position with the end in a glass filled with water that was kept boiling.
529,530,victim,water,0,The murder has dragged the victim into the water.
1027,1028,corn,spirits,0,"The distillation of corn spirits, which appears to have been first brought to high perfection in Germany, and in Holland, is now become an important assistance to our agriculture, particularly in the departments on the North and East of France."
6451,6452,factory,furnace,0,Bob Oblong's suggestions have been used as kindling for the factory's furnace.
4637,4638,awards,companies,0,International committees have bestowed industry awards to outstanding companies.
3543,3544,level,chapter,0,This level of experience has already been mentioned in the previous chapter.
1476,1477,critics,verdict,0,"The film opened in America before Christmas, and the critics have given their verdict."
4940,4941,cat,scuttle,0,A sluggish cat named Minnie sleeps in a scuttle beside the stove.
1756,1757,seed,oils,0,Flax seed oils is the form in which the oil was extracted from the seed.
2358,2359,emails,scientists,0,Republican senators hammered White House science officials about the emails leaked from prominent climate scientists two weeks ago.
5063,5064,road,intersection,0,"The road starts at an intersection with Melrose Avenue, East 165th Street, Brook Avenue and Park Avenue in Melrose."
6270,6271,forum,dropshipping,0,"This is a wholesale forum to discuss aspects of business such as dropshipping, wholesale buying and selling, reselling, etc."
3107,3108,pedometer,arm,0,A pedometer uses a spring loaded arm to measure the vertical movement.
2367,2368,kennel,dogs,0,"David and I have the same ""vision"" for our kennel of dogs and share the same philosophy in what we want our Labradors to represent."
5893,5894,rye,whiskey,0,"Still, Wondrich, a onetime history professor who is now the drinks correspondent for Esquire magazine, was the man who made me see the light about rye whiskey."
4344,4345,bride,pheras,0,"For the zillionth time in a Hindi film, a bride runs away from the pheras on her wedding day."
6267,6268,mind,questions,0,Anne Grey's mind was filled with questions.
4614,4615,telephone calls,payments,0,They respond to more and more telephone calls demanding payments to cover costs in order to receive their prize.
1646,1647,method,techniques,0,The method uses histologic techniques for processing and thus offers one major advantage.
5607,5608,housing,bearing,0,"The housing encloses a double sealed ball bearing, with a lower lip seal for additional protection."
3576,3577,teacher,chalk,0,A teacher is writing vocabulary words on a green chalk board with yellow chalk in mid-afternoon.
3399,3400,configuration,enzymes,0,"However, the exact active site configuration of enzymes in vivo is very difficult to address for two reasons."
2576,2577,opinions,groups,0,"In recent years, opinions on classical drive theory have fallen into contending groups."
2949,2950,governor,governor,0,The governor is assisted by a vice governor.
7020,7021,pants,pocket,0,FIG. 1 is a front perspective view of a pants pocket showing my new design.
6655,6656,picture,frame,0,"I had the picture frame in my office for couple of days, but like anybody else in the world I wanted to play with the device for a little longer."
7024,7025,gas,metal,0,The gas is blown into the molten metal through a gas blast nozzle in a refining furnace.
5744,5745,findings,testing,0,"The findings were from two years of DNA testing and CT scans on 16 mummies, including those of Tutankhamun and his family, the team that carried out the study said in an article to be published Wednesday in the Journal of the American Medical Association."
3292,3293,barchan,barchan,0,The leeward barchan runs away from the windward barchan because of the inverse relationship between velocity and height.
6518,6519,mortar,company,0,Buy Owner is a brick and mortar company with a long term knowledgeable staff dedicated to providing your property with the maximum amount of exposure.
832,833,bread,basket,0,She placed the bread in a serving basket and passed it around the classroom.
1415,1416,alarm,light,0,This personal alarm combines two great deterrents to attack- a loud alarm and flashing light.
6983,6984,battalion,infantrymen,0,"In the process, they initiated the establishment of the tirailleurs senegalais, the first battalion of Senegalese infantrymen in 1857."
2839,2840,princess,family,0,His son once married a princess descended from the Middle Eastern kingdom's founding family.
5197,5198,hacker,computer,0,A hacker uses a home computer that can be linked to other computers by a modem that allows the user to send and receive information over telephone lines.
5105,5106,deck,cards,0,Solitaire generates its keystream using a deck of cards.
3947,3948,bun,basket,0,There were two smiling and waving individuals hanging under the bun in a wicker basket equipped with the big Bunsen burner.
1217,1218,information,neurons,0,Nearly all sensory information (except the sense of smell) arrives here from the primary sensory neurons before being sent to the cortex.
5762,5763,cast,story,0,"From here, the cast improvised an elaborate story of teenage vampire romance, centering on actress Chelsea Gilman."
886,887,officer,oath,0,"The officer swore an oath of secrecy on becoming a sky marshal, so his name can't be revealed."
4159,4160,entrance,tunnel,0,"Unlike modern tunnels, the brothers placed their fan at the entrance of the tunnel."
4021,4022,unit,receivership,0,The bond-insurance unit was placed into receivership.
5217,5218,democrats,problem,0,Democrats are running into one problem after another trying to pass the health care bill in the Senate.
2675,2676,programme,sexual relationship,0,The programme reported a sexual relationship between the two that began in the summer of 2008.
1328,1329,satellite,orbit,0,The launcher released a satellite into geosynchronous transfer orbit at 23.31 GMT.
1952,1953,party,view,0,The opposing party hid the anvil with a view to important consequences.
3927,3928,plant,vehicle,0,"The plant builds two Toyota models, the Corolla sedan and Tacoma pickup truck, and a small crossover vehicle for G.M."
5530,5531,report,public,0,The investigator has released his report on this case to the public.
1563,1564,therapy,government,0,"In future Britain, charismatic delinquent Alex DeLarge is jailed and later volunteers for an experimental aversion therapy developed by the government in an effort to solve society's crime problem."
4010,4011,people,space,0,It was like playing people from outer space.
7916,7917,fibres,glial capsule,0,"Surrounding each neuron there was a group of cells of the glial type (satellite cells), which together with the collagen fibres composed the glial capsule."
3510,3511,skull,safe,0,"At that time, the skull was already locked in a safe along with some other longish bones."
7964,7965,defamation,bishop,0,The defamation comes from a bishop.
2892,2893,catfish,barbels,0,"Then a piranha tries to get close, the catfish stuns it with his barbels in with in milli seconds suck the fish up like a vacoom."
834,835,missile,canister,0,The missile was placed inside a canister and loaded into a launch facility.
4710,4711,building,journal,0,"Charles Rennie Mackintosh's unique building was enthusiastically described by the modern art journal, as 'one of the most complete and best equipped schools in the United Kingdom'."
6310,6311,abortion,story,0,"It really underscores everything in the pro-life movement, that abortion is part of a very sad story for women."
2842,2843,shoulderbone,socket,0,She grabbed your arm and twisted it until the shoulderbone popped out of the socket.
5763,5764,kids,castle,0,The kids got tuckered out from the bouncy castle.
3457,3458,clutch,chicks,0,"Bruce had fallen out of favour and Koro and Cleo settled into a more conventional relationship, producing another clutch of chicks."
5693,5694,pasta,method,0,Most commercial pasta is made by this method.
6677,6678,authors,book,0,"Angela works with authors who've completed a nonfiction book, and also with authors who are just in the planning stages."
201,202,photo,library,0,The bottom photo is from the New York public library.
7347,7348,stove,manufacturer,0,Buyers of new stoves are sometimes encouraged to buy the optional fan that is offered by the stove's manufacturer.
7897,7898,immigrants,subcontinent,0,"By the early '90s, Indian entrepreneurs bought a majority of the properties and flourished with the new immigrants from the subcontinent."
5515,5516,chapter,canons,0,"With the conquest of Jerusalem in 1099, Geoffrey de Bouillon established a chapter of secular canons in the basilica of the Holy Sepulcher to offer the sacred liturgy according to the Latin rite."
1067,1068,committee,chair,0,"The Awards committee is comprised of a chair appointed by the President, with the approval of the Board of Directors."
1053,1054,deck,cards,0,He used a real deck of cards.
7859,7860,glomeruli,kidneys,0,The glomeruli assist the kidneys in filtering urine from the blood.
3945,3946,globules,action,0,Molten globules have moved into action.
62,63,wing,dragons,0,"A great wing of fluorite dragons, the greatest concentration of the rather solitary dragons ever known, joined the desperate battle with the blues and silvers against Chaos."
2112,2113,discussion,crisis,0,At the heart of the discussion was the financial and artistic crisis that photojournalism is currently going through.
4153,4154,barn,farm,0,The bull is grazing at the hay pen by the barn at a farm in the Mennonite Heritage Village.
3957,3958,paper,behaviour,0,This paper surveys the behaviour of the industry from its origins to the present in a perspective informed by current developments.
5135,5136,sample,cup,0,The sample was contained in a brass sample cup.
1866,1867,document,section,0,"The Agenda 21 document, agreed in Rio, includes a section on international co-operation."
3730,3731,assembly,pipe,0,The electrical connector assembly is further comprising a circulating pipe for providing the airflow passage by the mini-motor to at least one of the clearance and the gap.
216,217,skeleton,object,0,The geometric skeleton is derived from a static object using an implicit 'directions' method.
562,563,reader,past,0,The postcard took the reader into the author's past.
3237,3238,book,development,0,The central theme of the book is the development of the idea of congruence.
3256,3257,mycelia,truffles,0,The mycelia of truffles form symbiotic relationships with the roots of several tree species.
3833,3834,ship,port,0,The ship is arriving into the port now.
1417,1418,pages,magazine,0,"The pages of the magazine came to life at the Metreon with gourmet food, great Sonoma Valley wine, and jamming music."
5874,5875,corn,liquor,0,"Once all the corn liquor is collected, you have to proof it down."
193,194,paper,bag,0,"When Woody Harrelson received a copy of the screenplay for ""Zombieland"" last year, he stuffed the paper into his duffel bag of unread scripts and promptly forgot about it."
6488,6489,echocardiography system,clinical cardiology,0,"A real-time three dimensional echocardiography system has arrived into our clinical cardiology, allowing noninvasive and repeatable spatial visualisation."
461,462,rage,fight,0,"Still filled with rage after the fight with the Darkside, I rush at Ansem, light and dark energy overflowing from me."
3887,3888,ship,ocean,0,This remarkable research ship is vertically sinking into the deep ocean.
5355,5356,birth,certificate,0,He has released a photocopy of his original birth certificate.
5207,5208,lid,coffeemaker,0,"Finally, this entire assembly is covered by a lid attached to the rear of the coffeemaker and latches in front."
781,782,book,explorations,0,His famous book telling of his explorations is valuable not only for its botanical and ethnological record but also for its poetry and narrative.
3016,3017,bottle,popcorn,0,The percussionist rattled a Nalgene bottle with uncooked popcorn in it.
6211,6212,gunman,apartment building,0,"About two hours later, officers got an anonymous tip that the gunman was inside a nearby apartment building."
2597,2598,membrane,canister,0,The heart of the system is an air-tight membrane initially spooled inside a canister.
3448,3449,ship,fleet,0,The three ship fleet of Columbus consisted of two ships known as caravels (Pinta and Nina) and a larger ship which served as Columbus's flag ship.
4117,4118,women,pump,0,Most women use a portable pump for this purpose.
6616,6617,mushroom,soup,0,Cream of mushroom soup was first made available in the 30s and became one of the most popular recipe helpers as a substitution for veloutes and bechamel sauces.
4886,4887,tag,languages,0,"As a noun, a tag is a basic element of the languages used to create web pages ( HTML) and similar languages such as XML."
918,919,washer,water,0,Washer works with a single cup of water.
4557,4558,book,impact,0,The first book dealt with the tragic impact of the Cultural Revolution on a highly educated family of literary intellectuals.
7299,7300,ground,thorns,0,"When man sinned, the occasion of his fall was a tree, and the ground cursed brought forth thorns."
3684,3685,production,lake,0,"He went up to Oxford during the war to read English and, after war service in India, codirected The Tempest with Neville Coghill in an outdoor production by the Worcester College lake."
7445,7446,kitchen,opportunities,0,The kitchen holds many opportunities for teaching kids as well as having fun.
150,151,motorcycle,building,0,The first motorcycle was manufactured in a small wood building with only one room.
4522,4523,government,debts,0,"The government took advantage of Independent TV's debts to the main gas company, Gazprom, to engineer a takeover by government-friendly forces."
7804,7805,facility,growth,0,The controlled environment facility is for growth of experimental material only.
6100,6101,essay,study,0,The present essay is derived from a more comprehensive study.
881,882,speech,measures,0,His speech outlined urgent measures for stimulating the economy.
4668,4669,ring,glass,0,"The ring was in a glass of champagne, and all of hubby's family was present."
4110,4111,painter,perch,0,The painter uses a perch and a roller to apply the painting to the roof of a building.
2230,2231,stamp,box,0,The stamp was inside a box for a double pack.
1333,1334,lifeguard,pool,0,An unnamed lifeguard was pushed into the pool.
2722,2723,plot,people,0,Some of the plot is based on real-life people and events.
1346,1347,rout,army,0,"The army of Israel was utterly defeated and its camp ransacked, which terribly augmented the horrors and disasters of the rout of Saul's army."
3176,3177,ale,tankard,0,I love to sup an ale in a tankard by a blazing fire on a coldly day.
2910,2911,investment,drawer,0,"The small store did an investment in a second drawer (""till"") which was kept in the back and switched with the live till was a worthwhile one."
1715,1716,constituency,supporters,0,The stress of electoral defeats exposed Mr. Hoyte to opposite pressures within the constituency of his supporters.
7369,7370,passengers,elite,0,The cabin passengers composed the elite.
5796,5797,cane,sugar,0,Cane sugar engineering and technology texts currently used are out of date and do not include most of the developments in technology
596,597,shoemaker,machine,0,In 1858 a shoemaker invented a machine for sewing the soles of shoes to the uppers.
5073,5074,community,teachers,0,In doing this we recognize that English language teaching comprises a global community of teachers and learners in a range of social contexts.
924,925,unit,archers,0,On the Seleucid right flank Atticus deployed the elite companions screened by a single unit of Scythian horse archers.
5620,5621,hailstorm,atoms,0,The hailstorm of atoms triggers nano-avalanches on the slopes.
4700,4701,creation,designer,0,Bollywood stunner Koena Mitra sashayed down the ramp in a stunning creation by the designer.
6386,6387,students,map,0,The students labelled the 13 colonies using a map.
1593,1594,book,chapters,0,The book comprises ten chapters.
20,21,knowledge,recruits,0,"Their knowledge of the power and rank symbols of the Continental empires was gained from the numerous Germanic recruits in the Roman army, and from the Roman practice of enfeoffing various Germanic warrior groups with land in the imperial provinces."
6429,6430,play,person,0,"Daborne's play is also about a historic person, the pirate Ward, famous in England at the time of its writing."
7838,7839,equipment,jockey box,0,Equipment for making repairs en route was carried in a jockey box attached to one end or side of the wagon.
5244,5245,alien frog,eco-system,0,An unknown source brought an alien frog into our eco-system.
6647,6648,alarm,switch,0,The alarm has one magnetic switch and operates on a 12-volt battery.
2247,2248,screw,chuck,0,He puts a driver bit that fits the screw in the drill press chuck.
4769,4770,plane,runway,0,This still images sequence shows a plane switching from runway 25L to 25R while on final approach in Frankfurt airport.
1618,1619,model,carpenter,0,A model for a summer house by the carpenter and architect William Thornton was approved by Sir Abstrupus in 1700.
4410,4411,model,process,0,"In order to gather experimental data, researchers explicitly defined a model describing the process."
3061,3062,viewer,remote,0,The viewer wields the remote.
4499,4500,program,tradition,0,The TM program is derived from an ancient Indian tradition.
5718,5719,structure,pointer,0,An open file is described in the Linux kernel by a struct file item; the structure encloses a pointer to the inode representing the file.
1457,1458,handful,countries,0,A handful of countries blocked a legally binding deal on climate change in Copenhagen and the talks process needs urgent reform to prevent something similar happening again.
6806,6807,director,studio,0,"The museum's first director, who oversaw the museum for 50 years, converted the building into an art studio."
797,798,shoes,box,0,His shoes were in a box.
4379,4380,ensemble,decision trees,0,One approach is to have an ensemble of decision trees with each data site contributing its own local decision tree to the ensemble.
878,879,dieters,formula,0,"Most dieters are familiar with the usual weight loss formula: proper diet, adequate exercise, and a healthier lifestyle."
4938,4939,film,path,0,The film details plastic's path over the last 100 years and provides a wealth of expert interviews on practical and cutting edge solutions to recycling.
5603,5604,machine,button,0,"This Pavoni machine has continuous brewing espresso coffee machine with push button, power indicator light and electro valve."
3919,3920,material,vial,0,The scientist enclosed a liquid material in a vial in three steps.
1205,1206,scientist,copy,0,The scientist synthesizes a copy of the magical red ball by using a few fragments that were left on the grandfather's hand.
5923,5924,solicitors,administration building,0,Branton bridge solicitors entered into the administration building.
530,531,cellar,dwelling,0,"The first bank in Loudoun County, the short-lived Loudoun Company, held meetings in the cellar of this dwelling beginning around 1815, hence the name Bank House."
6337,6338,generation,vipers,0,"This generation of unregenerated vipers was still perverse, stiff-necked, and hardened in their iniquity."
6962,6963,leash,greyhounds,0,Many people gamble away their rent and grocery money just to take a chance on a leash of greyhounds chasing a mechanical rabbit.
1171,1172,painter,roller,0,"With the recent invention of plastic core roller covers, the painter is able to complete an entire job no matter how large, with their original roller."
748,749,papers,threat,0,The first two papers define the contemporary terrorist threat while the next three papers examine global counter-terrorism trends.
5133,5134,maps,representations,0,"This is an atlas of maps and graphic representations of the geographies of the new electronic territories of the Internet, the World-Wide Web and other emerging Cyberspaces."
2181,2182,sponsorship,corporate image,0,"The Code applies to all sponsorship related to corporate image, brands, products, services activities or events of any kind."
5771,5772,chapter,palliative care,0,"The purpose of the chapter is to create a picture of palliative care today by presenting its definition, history, philosophy. objectives, and standards of care."
5810,5811,words,press,0,"Tad Wilkes wrote a note titled ""Kind words from the local press""."
4323,4324,throng,shoppers,0,"Suddenly, they were in Oxford Street, amid a throng of shoppers."
2968,2969,singer,technique,0,The singer's technique facilitates the message.
2812,2813,beverage,root,0,The beverage was distilled from the root of its eponymous plant.
7773,7774,increase,list,0,The Board selected a list of expenditure reduction and revenue increase from the list attached to staff report.
1024,1025,bottle,honey,0,"When a bottle full of honey was weighed, its weight was 1 kilogram."
3004,3005,cockpit,airplane,0,The safety cockpit of the airplane has been completely redesigned.
2687,2688,production,country,0,Car makers moved production into another country for cheap labors.
4578,4579,claims,nature,0,This book largely seeks to refute the claims made by his contemporary John Locke about the nature of human perception.
4348,4349,findings,interactions,0,"Overall, the findings on class work discourse point out invariant teacher-student interactions."
7101,7102,statue,boy,0,The statue is an armless depiction of a young boy and was first acknowledged as an early work of Michelangelo in 1997.
2369,2370,rice,spirits,0,"The production of rice spirits in South China, such as the well-known Guiling Shanhua Spirit, kept using the same method described above until the first half of this century."
5728,5729,probe,area,0,NASA successfully dropped a probe into the designated area.
581,582,data,technician,0,"The photomask is usually prepared with a photoplotter from data produced by a technician using CAM, or computer-aided manufacturing software."
3885,3886,servewear,dishwasher,0,The anoxidized servewear went into the dishwasher.
7774,7775,memorandum,stigmatizing statements,0,The contents of the memorandum included stigmatizing statements about Cannon.
5534,5535,country,turmoil,0,The spreading riots threw the country into turmoil.
6452,6453,laws,play,0,"The laws apply to the play, officiating, equipment and procedures of the sport."
2707,2708,facade,building,0,The facade of the building is of unhewn stone and glass.
5793,5794,pocket,trousers,0,I kept my mobile (cellphone) in the same pocket in my trousers (pants).
1277,1278,body,equipment,0,The body of a missing Fort Benning soldier was discovered inside a piece of air conditioning equipment Friday at a downtown hotel.
7151,7152,ballet,company,0,NINE-year-old Chloe Clark joined a ballet company on stage last Monday.
7205,7206,company,decision,0,"The company practically created the personal-home-computer industry, but the company made the fateful decision not to liberally license its software applications."
2587,2588,excitement,direction,0,"The excitement comes from Frakes's direction -- his liveliness, and his pleasure in looking at, and showing us, events and images."
1638,1639,people,joy,0,"Authentic people, knowing their place in the world, fulfill it with joy and attention."
1216,1217,envelope,dvd,0,The envelope contained a DVD of her mother.
552,553,tiger,pen,0,A 300-pound Siberian tiger that killed a visitor escaped from its high-walled pen on its own.
1801,1802,standards,report,0,Standards at a secondary school are criticised in a report by the inspection body.
3262,3263,sorority,misfits,0,"Naturally, they get taken in by a sorority of misfits who teach them that what's on the inside is more important than being cute."
7064,7065,mankind,bondage,0,They have thrown mankind into deeper bondage than ever.
5856,5857,generation,workforce,0,Younger workers demand more perks due to the exit of the much larger Boomer generation from the workforce.
4613,4614,flour,bowl,0,"She poured flour into the bowl, and asked me to take out four eggs from the carton and carefully crack them into the bowl."
5596,5597,cancer,areas,0,"However, the 5-year survival rate falls steadily as the cancer spreads into other areas."
4936,4937,covey,partridges,0,A covey of partridges nested in my pear grove.
3037,3038,canaille,letters,0,It was a total canaille of letters pencils and papers and things that had been placed once on my table and to be removed and tucked away elsewhere the next day.
6783,6784,cash,towel,0,"Methamphetamine residue and a broken pipe used for consuming it were retrieved from a toilet, along with $7800 in cash that was hidden in a towel."
7256,7257,carpenter,axe,0,The carpenter carries an axe over his shoulder and a smaller one in his belt.
2101,2102,cohort,authors,0,"I have enjoyed my interaction with the 2004 cohort of Gutenberg authors, and learned much from the books that have appeared in the series as a whole."
301,302,sagas,oral culture,0,The sagas developed from the oral culture of the Viking Age.
2540,2541,fiancee,message,0,"Last year Cavendish had barely completed a move, 45 degrees across a road at 70km/h, before his fiancee, Melissa, watching on TV, had completed a text message threatening him with divorce if he risked his life like that again."
2752,2753,bond,agents,0,The theory in possession about leather-making shows that penetration and bond of tanning agents are supplement each other during the tanning process.
7880,7881,kitchen,nuturing role,0,"But for the family that shares the cooking and clean up duties, the kitchen holds a special nuturing role beyond supplying nutrition for the physical body."
2029,2030,kilns,potter,0,The Banko kilns were founded by the potter Nunami Ro-zan (1718-77) who often imitated the work of Kenzan (1663-1743).
2426,2427,publication,grant,0,This publication is supported by a grant from Merck.
7622,7623,dentist,drill,0,You are in the chair while the dentist gets the drill ready to begin work on your teeth.
5736,5737,radio,tuner,0,"Claiming to have better FM reception than the previous model, this radio tuner works with both Windows and Mac systems."
7651,7652,story,sheriff,0,This is another false story fabricated by the sheriff.
1486,1487,visitors,kettle,0,"The dome of the museum rotunda is made from an actual brewing kettle, and walking into it gives visitors the sense of being in a kettle."
2746,2747,squid,beak,0,The colossal squid has a sharp bird-like beak that slices 2-metre-long Antarctic toothfish into small chunks.
7484,7485,substance,pharmaceuticals,0,The white fatty substance obtained from the head of the sperm whale was used in pharmaceuticals and candles.
6000,6001,dates,position,0,A solar calendar is a calendar whose dates indicate the position of the earth on its revolution around the sun.
3238,3239,snake,jar,0,"After the snake was in a jar for a few minutes, it ceased the letisimulatory posturing and appeared normal."
6275,6276,temples,disrepair,0,Five ancient temples have fallen into disrepair.
6099,6100,barley,ale,0,"Groups of them were gathered, drinking barley ale."
4318,4319,seed,oil,0,The study demonstrates that ultrasound is a reliable and great efficiency tool for the fast extraction of Korean pine seed oil.
3348,3349,wing,planes,0,The first fighter wing of these planes is already in service.
7327,7328,tailor,scissors,0,The tailor left his scissors on a wall below his balcony.
80,81,drivers,wheel,0,A team of students from Virginia Tech University have created a vehicle that allows vision impaired drivers to take control of the wheel.
6671,6672,handgrip,firearm,0,A laser sighting device for a firearm comprises a holder adapted to attach to the handgrip of the firearm such that the firearm may be held in a firing position.
1503,1504,queen,box,0,"The queen was put inside her cage, which was then placed in the box with a bunch of worker bees four days ago."
600,601,guidelines,article,0,I'm about to delve into Buchholz's pitch F/X and pitch data to try to find some sort of answer here using guidelines from Allen's article plus Buchholz's run values as shown here.
1849,1850,embassy,injured,0,"Upon the arrival of an embassy from the injured to demand satisfaction, Romulus decided that those who had done the injury should be delivered up."
4553,4554,films,programmes,0,Since then his short films have been presented in retrospective programmes at film festivals worldwide.
398,399,power,grid,0,The remaining power is exported to the grid.
5436,5437,network,markets,0,"In particular, the main target of the bombing in Tigray was the network of rural markets in TPLF-controlled areas."
7428,7429,library,books,0,The library contained books of guidance on the processes.
4328,4329,author,book,0,"The Canadian author's sixth book is a domestic tragicomedy about love, alcoholism and failed families."
4172,4173,writers,papers,0,"With medical ghostwriting, pharmaceutical companies pay both professional writers to produce papers and then pay other scientists or physicans to attach their names to these papers before they are published in a medical or scientific journals."
6547,6548,fraternity,chapters,0,"April, 1903 saw the first issue of the Delta Chi Quarterly published for a fraternity of fourteen chapters and fewer than 3000 alumni."
5905,5906,programming,political process,0,"Even though the network's programming covers the political process, the network receives no funding from the government."
2055,2056,stars,course,0,The drama unfolded even after some of the stars had left the course.
1073,1074,user,broach,0,"Previously, the end user machined the wrenches with a high-speed steel pull broach."
1428,1429,rung,peoples,0,The lowest rung of society was composed of conquered peoples brought to Tenochtitlan as slaves.
89,90,findings,section,0,The findings have been published in a special section of the academic journal Archives of Sexual Behavior.
3452,3453,maker,additives,0,The maker of additives for engine oils and industrial lubricants posted significantly higher profit in its last quarter despite continued volume declines.
5803,5804,theories,geodesist,0,"Most of the relevant theories were derived by the geodesist in his famous books ""Die mathematischen und physikalischen Theorien der hoeheren Geodaesie"" (1880)."
367,368,plane,crate,0,The plane was in a crate and the put on a Flatbed truck and taken to the SAR Hangar.
5815,5816,vowel length,acute accent,0,The vowel length was denoted by the acute accent.
3401,3402,rootball,crate,0,"The rootball was in a crate the size of a refrigerator, and some of the arms were over 12 feet tall."
7627,7628,vaccine,government,0,The vaccine is produced by the government and is not for sale to private individuals or companies.
7414,7415,boys,machine,0,The boys sawed wood with the sawing machine this afternoon.
3905,3906,puppeteer,puppet,0,America allows the media to manipulate society as easy a puppeteer manipulates a puppet.
4790,4791,economy,prostitution,0,"The goods and services that make up this economy are sadly familiar: prostitution, slavery, drugs, arms, protection rackets, money laundering."
6128,6129,prostitute,program,0,A former prostitute finds a professional job with the help of a training program.
4260,4261,eggs,belly,0,Scientists have discovered for the first time a dinosaur with shelled eggs inside her belly.
2983,2984,remuda,ponies,0,"While we transferred our gear to saddlebags, the wranglers roped and saddled horses from the remuda of scrubby, short-legged Mexican ponies."
1325,1326,dissimulation,birds,0,A dissimulation of small birds arrived near our place last week and took over our tree outside.
1394,1395,equipment,box,0,"To the left is drinking equipment, sitting in a wooden box."
5806,5807,costs,consumers,0,Manufacturers passed on the costs to the consumers.
7188,7189,floorboard,bamboo,0,"A pop-up roll cage and active headrests aim to protect occupants during a rollover, and the floorboard is made from bamboo and aluminum."
1799,1800,work,book,0,Much of the resulting work is summarised in his joint book with Howitt.
7624,7625,recovery,exhaustion,0,Sparky Anderson is making progress in his recovery from exhaustion and could return to managing the Detroit Tigers within a week.
1279,1280,rod,spindle,0,"The end of the rod of the mute's spindle (outside the bassoon) is bent through an angle of 90 degrees, where the communicator-gearing leads up to it."
5481,5482,team,member,0,He has been a core team member for the various research publications and resource person for policy documents of the RBI.
7283,7284,firearm,closet,0,"The older child took the firearm from a closet and was handling it when he fired and struck Eric, who was in the same room, investigators concluded."
5191,5192,logs,months,0,These are archived boat logs from previous months sampling beginning in February 2002.
